SoC,True_OCV
0.0,2.623
0.005025125628140704,2.7850100502512563
0.010050251256281407,2.86535175879397
0.01507537688442211,2.92694472361809
0.020100502512562814,2.973929648241206
0.02512562814070352,3.0094120603015075
0.03015075376884422,3.045894472361809
0.035175879396984924,3.074070351758794
0.04020100502512563,3.0958592964824123
0.04522613065326633,3.1173417085427135
0.05025125628140704,3.137824120603015
0.05527638190954774,3.1583065326633166
0.06030150753768844,3.1737889447236185
0.06532663316582915,3.1872713567839197
0.07035175879396985,3.2017537688442212
0.07537688442211056,3.2161507537688445
0.08040201005025126,3.222718592964824
0.08542713567839195,3.2362010050251255
0.09045226130653267,3.2356834170854274
0.09547738693467336,3.2421658291457285
0.10050251256281408,3.2426482412060302
0.10552763819095477,3.242130653266332
0.11055276381909548,3.241613065326633
0.11557788944723618,3.241095477386935
0.12060301507537688,3.2405778894472363
0.12562814070351758,3.2430603015075374
0.1306532663316583,3.245542713567839
0.135678391959799,3.245025125628141
0.1407035175879397,3.245507537688442
0.1457286432160804,3.2449899497487436
0.15075376884422112,3.244472361809045
0.15577889447236182,3.2439547738693464
0.16080402010050251,3.2494371859296485
0.1658291457286432,3.24991959798995
0.1708542713567839,3.249402010050251
0.17587939698492464,3.2558844221105527
0.18090452261306533,3.2563668341708545
0.18592964824120603,3.255849246231156
0.19095477386934673,3.2613316582914575
0.19597989949748745,3.261814070351759
0.20100502512562815,3.2612964824120603
0.20603015075376885,3.2667788944723615
0.21105527638190955,3.2672613065326632
0.21608040201005024,3.26743216080402
0.22110552763819097,3.273226130653266
0.22613065326633167,3.273708542713568
0.23115577889447236,3.2751909547738696
0.23618090452261306,3.279472361809045
0.24120603015075376,3.2791557788944723
0.24623115577889448,3.2786381909547737
0.25125628140703515,3.2841206030150754
0.2562814070351759,3.2836934673366835
0.2613065326633166,3.2840854271356785
0.2663316582914573,3.28356783919598
0.271356783919598,3.2890502512562816
0.2763819095477387,3.289532663316583
0.2814070351758794,3.2890150753768848
0.2864321608040201,3.288497487437186
0.2914572864321608,3.2935829145728643
0.2964824120603015,3.2953316582914574
0.30150753768844224,3.294944723618091
0.3065326633165829,3.2944271356783923
0.31155778894472363,3.2989095477386936
0.3165829145728643,3.299391959798995
0.32160804020100503,3.2998743718592967
0.32663316582914576,3.299356783919598
0.3316582914572864,3.2988391959798995
0.33668341708542715,3.2983216080402014
0.3417085427135678,3.2988040201005027
0.34673366834170855,3.302286432160804
0.35175879396984927,3.302768844221106
0.35678391959798994,3.302713567839196
0.36180904522613067,3.3027336683417086
0.36683417085427134,3.30221608040201
0.37185929648241206,3.3016984924623114
0.3768844221105528,3.301180904522613
0.38190954773869346,3.3006633165829147
0.3869346733668342,3.300145728643216
0.3919597989949749,3.2996281407035175
0.3969849246231156,3.2991105527638194
0.4020100502512563,3.2985929648241203
0.40703517587939697,3.298075376884422
0.4120603015075377,3.2975577889447236
0.4170854271356784,3.297040201005025
0.4221105527638191,3.296522613065327
0.4271356783919598,3.2970050251256287
0.4321608040201005,3.29748743718593
0.4371859296482412,3.2970653266331658
0.44221105527638194,3.2984522613065326
0.4472361809045226,3.2989346733668343
0.45226130653266333,3.2994170854271356
0.457286432160804,3.299899497487437
0.4623115577889447,3.299381909547739
0.46733668341708545,3.29886432160804
0.4723618090452261,3.2983467336683416
0.47738693467336685,3.2978291457286435
0.4824120603015075,3.297311557788945
0.48743718592964824,3.2967939698492463
0.49246231155778897,3.2962763819095477
0.49748743718592964,3.296522613065327
0.5025125628140703,3.296241206030151
0.507537688442211,3.2957236180904523
0.5125628140703518,3.2952060301507538
0.5175879396984925,3.294688442211055
0.5226130653266332,3.295170854271357
0.5276381909547738,3.2966532663316586
0.5326633165829145,3.2981356783919598
0.5376884422110553,3.298618090452261
0.542713567839196,3.2991005025125624
0.5477386934673367,3.298582914572864
0.5527638190954774,3.298065326633165
0.5577889447236181,3.297547738693467
0.5628140703517588,3.2970301507537685
0.5678391959798995,3.2966331658291455
0.5728643216080402,3.296994974874372
0.577889447236181,3.2958944723618093
0.5829145728643216,3.295959798994975
0.5879396984924623,3.2954422110552763
0.592964824120603,3.294924623115578
0.5979899497487438,3.2944070351758796
0.6030150753768845,3.293889447236181
0.6080402010050251,3.2933718592964825
